2101,南港,市,12月12日,,38.5,-0.35,-0.9,818,31.6,38.85,38.85,38.9,38.4,1.29,,3.07,    ,    ,    ,    ,    
2105,正新,市,12月12日,,46.3,0.9,1.98,"10,790",498,45.4,45.8,46.45,45.65,1.76,22.8,1.76,    ,    ,    ,    ,    
2106,建大,市,12月12日,,30.9,0,0,625,19.3,30.9,30.9,31.15,30.7,1.46,,1.47,    ,    ,    ,    ,    
2108,南帝,市,12月12日,,37.25,0.05,0.13,"1,783",66.3,37.2,37.2,37.25,36.8,1.21,26.4,1.28,    ,    ,    ,    ,    
2115,六暉-KY,市,12月12日,,29.95,0,0,58,1.73,29.95,30.05,30.05,29.85,0.67,14.8,0.97,    ,    ,    ,    ,    
2221,大甲,櫃,12月12日,,35.8,0.1,0.28,19,0.69,35.7,35.8,36.2,35.8,1.12,13.1,1.56,    ,    ,    ,    ,    
2235,謚源,櫃,12月12日,,44.25,0.15,0.34,7,0.32,44.1,44.15,44.25,44.15,0.23,27.8,1.23,    ,    ,    ,    ,    
2241,艾姆勒,市,12月12日,,31.75,0.1,0.32,399,12.5,31.65,31.6,31.85,31.05,2.53,,2.26,    ,    ,    ,    ,    
2258,鴻華先進-創,市,12月12日,,47.05,-0.45,-0.95,471,22.3,47.5,47.75,47.75,47,1.58,,6.17,    ,    ,    ,    ,    
2303,聯電,市,12月12日,,49.9,0.85,1.73,"48,760","2,419",49.05,49.45,49.9,49.2,1.43,9.22,1.78,    ,    ,    ,    ,    
2314,台揚,市,12月12日,,38.9,-0.9,-2.26,"2,890",113,39.8,39.6,40,38.9,2.76,,5.29,    ,    ,    ,    ,    
2316,楠梓電,市,12月12日,,37.9,-0.2,-0.52,"1,487",57.3,38.1,39.05,39.4,37.9,3.94,50.5,0.84,    ,    ,    ,    ,    
2324,仁寶,市,12月12日,,32,-0.2,-0.62,"19,556",628,32.2,32.55,32.6,31.85,2.33,20,1.15,    ,    ,    ,    ,    
2328,廣宇,市,12月12日,,34.7,0.15,0.43,"1,357",47.2,34.55,34.8,35.1,34.4,2.03,13.9,1.35,    ,    ,    ,    ,    
2331,精英,市,12月12日,,29.35,-0.75,-2.49,"6,489",193,30.1,30.3,30.45,29.3,3.82,24.7,1.37,    ,    ,    ,    ,    
2337,旺宏,市,12月12日,,28.9,0.55,1.94,"9,294",267,28.35,28.5,28.9,28.45,1.59,,1.09,    ,    ,    ,    ,    
2340,台亞,市,12月12日,,47.55,-0.35,-0.73,"1,415",67.8,47.9,48.1,48.5,47.55,1.98,68.9,2.47,    ,    ,    ,    ,    
2342,茂矽,市,12月12日,,34.3,-0.35,-1.01,419,14.4,34.65,34.55,34.75,34.2,1.59,,2.19,    ,    ,    ,    ,    
2344,華邦電,市,12月12日,,27.45,-0.35,-1.26,"22,578",625,27.8,28.1,28.2,27.35,3.06,,1.26,    ,    ,    ,    ,    
2348A,海悅甲特,市,12月12日,,33.6,0.15,0.45,1,0.03,33.45,33.6,33.6,33.6,0,,,    ,    ,    ,    ,    
2352,佳世達,市,12月12日,,44,0,0,"8,991",399,44,44.25,44.95,43.85,2.5,29.5,2.33,    ,    ,    ,    ,    
2353,宏碁,市,12月12日,,36.1,0.35,0.98,"19,525",706,35.75,36.05,36.4,35.85,1.54,35.4,1.44,    ,    ,    ,    ,    
2356,英業達,市,12月12日,,42.75,0.3,0.71,"20,481",875,42.45,42.75,42.9,42.45,1.06,27.6,2.53,    ,    ,    ,    ,    
2359,所羅門,市,12月12日,,38.6,-0.45,-1.15,"2,393",92.8,39.05,39.4,39.45,38.55,2.3,12.4,1.27,    ,    ,    ,    ,    
2362,藍天,市,12月12日,,33.65,0.05,0.15,358,12,33.6,33.75,33.8,33.55,0.74,19.8,0.46,    ,    ,    ,    ,    
2363,矽統,市,12月12日,,45.35,-0.65,-1.41,"26,016","1,197",46,46.35,46.95,45.2,3.8,58.9,1.98,    ,    ,    ,    ,    
2371,大同,市,12月12日,,44,-0.1,-0.23,"20,307",897,44.1,44.15,44.8,43.75,2.38,54.3,1.9,    ,    ,    ,    ,    
2374,佳能,市,12月12日,,27.1,1,3.83,"7,882",213,26.1,26.2,27.3,26.1,4.6,41.1,1.21,    ,    ,    ,    ,    
2393,億光,市,12月12日,,46.7,-0.25,-0.53,"1,014",47.5,46.95,46.55,47.05,46.55,1.06,16.2,1.12,    ,    ,    ,    ,    
2401,凌陽,市,12月12日,,36.1,-0.45,-1.23,"8,636",313,36.55,37,37,35.65,3.69,,2.44,    ,    ,    ,    ,    
2402,毅嘉,市,12月12日,,37.25,0.45,1.22,"45,026","1,701",36.8,37.3,38.8,36.6,5.98,23.9,1.77,    ,    ,    ,    ,    
2413,環科,市,12月12日,,31,0.5,1.64,"3,641",114,30.5,30.5,31.65,30.25,4.59,16.6,1.87,    ,    ,    ,    ,    
2414,精技,市,12月12日,,33.55,0.1,0.3,89,2.98,33.45,33.4,33.7,33.4,0.9,14.8,1.83,    ,    ,    ,    ,    
2415,錩新,市,12月12日,,29.35,-0.2,-0.68,104,3.05,29.55,29.75,29.75,29.15,2.03,,1.65,    ,    ,    ,    ,    
2417,圓剛,市,12月12日,,36.7,-2,-5.17,"7,339",274,38.7,39.05,39.05,36.35,6.98,,1.68,    ,    ,    ,    ,    
2419,仲琦,市,12月12日,,37.05,3.35,9.94,"12,505",446,33.7,34,37.05,33.7,9.94,68.6,2.34,    ,    ,    ,    ,    
2420,新巨,市,12月12日,,48.7,-0.45,-0.92,297,14.4,49.15,48.55,48.7,48.3,0.81,12.8,2.07,    ,    ,    ,    ,    
2423,固緯,市,12月12日,,38.85,0,0,540,20.9,38.85,38.85,39.2,38.35,2.19,14.6,2.14,    ,    ,    ,    ,    
2424,隴華,市,12月12日,,30.1,-0.2,-0.66,12,0.37,30.3,30.3,30.3,29.9,1.32,,5.94,    ,    ,    ,    ,    
2425,承啟,市,12月12日,,48.1,-0.25,-0.52,"3,655",175,48.35,48.3,49,47.2,3.72,25.3,2.09,    ,    ,    ,    ,    
2427,三商電,市,12月12日,,27.95,0.85,3.14,"9,892",277,27.1,27.15,28.45,27.1,4.98,25.6,2,    ,    ,    ,    ,    
2430,燦坤,市,12月12日,,38.85,0.2,0.52,103,3.98,38.65,38.7,38.85,38.6,0.65,13.8,1.02,    ,    ,    ,    ,    
2432,倚天酷碁-創,市,12月12日,,40.2,0,0,11,0.45,40.2,40,40.2,40,0.5,19.9,2.18,    ,    ,    ,    ,    
2434,統懋,市,12月12日,,33.35,0.05,0.15,4,0.14,33.3,32.75,33.35,32.75,1.8,,2.63,    ,    ,    ,    ,    
2450,神腦,市,12月12日,,38.35,-0.3,-0.78,452,17.3,38.65,38.2,38.5,38.15,0.91,13.3,1.57,    ,    ,    ,    ,    
2460,建通,市,12月12日,,29.2,0,0,968,28.5,29.2,29.45,29.95,29.05,3.08,,2.19,    ,    ,    ,    ,    
2462,良得電,市,12月12日,,39.5,0,0,"2,470",99,39.5,39.9,40.6,39.5,2.78,15.7,1.95,    ,    ,    ,    ,    
2464,盟立,市,12月12日,,36.25,0.05,0.14,297,10.7,36.2,36.2,36.25,36.1,0.41,129,1.75,    ,    ,    ,    ,    
2466,冠西電,市,12月12日,,37.4,0.05,0.13,16,0.61,37.35,37.5,37.6,37.3,0.8,,3.38,    ,    ,    ,    ,    
2468,華經,市,12月12日,,30.6,-2.35,-7.13,"3,061",95.5,32.95,32,32,30.55,4.4,29.7,1.76,    ,    ,    ,    ,    
2478,大毅,市,12月12日,,48.75,-0.25,-0.51,170,8.29,49,49.2,49.3,48.65,1.33,19.2,1.08,    ,    ,    ,    ,    
2482,連宇,市,12月12日,,40.3,-0.15,-0.37,508,20.5,40.45,40.75,40.75,40.2,1.36,12.4,2.35,    ,    ,    ,    ,    
2484,希華,市,12月12日,,33.7,0.35,1.05,"1,025",34.6,33.35,33.45,34.15,33.4,2.25,15.7,1.4,    ,    ,    ,    ,    
2486,一詮,市,12月12日,,44.25,-0.75,-1.67,"3,676",164,45,45,45.4,44.15,2.78,70.2,2.33,    ,    ,    ,    ,    
2488,漢平,市,12月12日,,39.75,0.3,0.76,364,14.4,39.45,39.45,39.85,39.45,1.01,9.31,1.3,    ,    ,    ,    ,    
2498,宏達電,市,12月12日,,48.3,-0.4,-0.82,"3,579",174,48.7,49.1,49.15,48.15,2.05,,1.64,    ,    ,    ,    ,    
2504,國產,市,12月12日,,27.55,-0.05,-0.18,992,27.4,27.6,27.7,27.7,27.5,0.72,10.7,1.38,    ,    ,    ,    ,    
2520,冠德,市,12月12日,,37.25,-0.45,-1.19,"3,512",131,37.7,37.55,37.65,37.1,1.46,9.24,1.06,    ,    ,    ,    ,    
2524,京城,市,12月12日,,31.8,0.4,1.27,458,14.7,31.4,31.8,33.4,31.5,6.05,14.2,0.67,    ,    ,    ,    ,    
2527,宏璟,市,12月12日,,28.15,0.05,0.18,521,14.7,28.1,28.25,28.3,27.95,1.25,14.4,0.71,    ,    ,    ,    ,    
2528,皇普,市,12月12日,,32.95,0.3,0.92,570,18.7,32.65,32.75,33.05,32.6,1.38,35.4,2.38,    ,    ,    ,    ,    
2530,華建,市,12月12日,,34.55,0.4,1.17,977,33.4,34.15,34,34.6,33.9,2.05,86.4,2.94,    ,    ,    ,    ,    
2535,達欣工,市,12月12日,,44.1,0,0,275,12.1,44.1,44.1,44.25,44,0.57,11.4,1.3,    ,    ,    ,    ,    
2536,宏普,市,12月12日,,28.95,-0.05,-0.17,253,7.34,29,29.2,29.2,28.9,1.03,,0.86,    ,    ,    ,    ,    
2539,櫻花建,市,12月12日,,49.8,0.2,0.4,498,24.6,49.6,49.75,49.8,49.1,1.41,42.2,3.91,    ,    ,    ,    ,    
2542,興富發,市,12月12日,,39.9,-0.2,-0.5,"4,991",200,40.1,40.1,40.1,39.9,0.5,14.9,1.42,    ,    ,    ,    ,    
2543,皇昌,市,12月12日,,29.75,-0.25,-0.83,"7,765",230,30,29.3,31.2,28.6,8.67,22.2,2.52,    ,    ,    ,    ,    
2545,皇翔,市,12月12日,,40.75,0.5,1.24,259,10.5,40.25,40.45,40.75,40.25,1.24,110,1.25,    ,    ,    ,    ,    
2605,新興,市,12月12日,,27.9,0,0,"29,599",829,27.9,27.95,28.5,27.6,3.23,28.2,0.97,    ,    ,    ,    ,    
2607,榮運,市,12月12日,,31.55,0.25,0.8,"2,939",92.7,31.3,31.2,31.75,31.2,1.76,11.4,1.07,    ,    ,    ,    ,    
2608,嘉里大榮,市,12月12日,,38.4,0,0,196,7.52,38.4,38.4,38.55,38.35,0.52,10.5,1.48,    ,    ,    ,    ,    
2609,陽明,市,12月12日,,44,0,0,"33,868","1,506",44,44.2,45.3,44,2.95,7.38,0.54,    ,    ,    ,    ,    
2616,山隆,市,12月12日,,30.2,0,0,174,5.27,30.2,30.35,30.35,30.15,0.66,29.3,0.87,    ,    ,    ,    ,    
2617,台航,市,12月12日,,33.15,-0.05,-0.15,"2,150",71.5,33.2,33.45,33.55,33.05,1.51,7.64,0.86,    ,    ,    ,    ,    
2618,長榮航,市,12月12日,,31.8,-0.25,-0.78,"60,515","1,931",32.05,32.1,32.45,31.6,2.65,10,1.73,    ,    ,    ,    ,    
2630,亞航,市,12月12日,,37.9,1.4,3.84,"6,970",264,36.5,36.65,38.45,36.65,4.93,211,2.33,    ,    ,    ,    ,    
2633,台灣高鐵,市,12月12日,,30.6,0.15,0.49,"2,765",84.4,30.45,30.55,30.7,30.4,0.99,25.9,2.51,    ,    ,    ,    ,    
2642,宅配通,市,12月12日,,40.8,0,0,55,2.25,40.8,40.85,41,40.7,0.74,34.6,1.74,    ,    ,    ,    ,    
2704,國賓,市,12月12日,,48.25,0.1,0.21,206,9.89,48.15,48.15,48.3,47.9,0.83,10.8,0.91,    ,    ,    ,    ,    
2712,遠雄來,市,12月12日,,35.1,0,0,8,0.3,35.1,34.7,35.1,34.7,1.14,59.5,2.93,    ,    ,    ,    ,    
2726,雅茗-KY,櫃,12月12日,,29.6,-0.15,-0.5,6,0.18,29.75,29.75,29.95,29.6,1.18,,3.61,    ,    ,    ,    ,    
2734,易飛網,櫃,12月12日,,45,-0.7,-1.53,171,7.73,45.7,45.3,46,45,2.19,321,5.71,    ,    ,    ,    ,    
2736,富野,櫃,12月12日,,28.25,-0.5,-1.74,322,9.16,28.75,29,29,28.05,3.3,235,1.2,    ,    ,    ,    ,    
2740,天蔥,櫃,12月12日,,40,0,0,0,0,40,40,40,40,0,,5.56,    ,    ,    ,    ,    
2809,京城銀,市,12月12日,,40.05,-0.05,-0.12,"1,146",45.8,40.1,40.05,40.2,39.9,0.75,7.93,0.96,    ,    ,    ,    ,    
2816,旺旺保,市,12月12日,,40,-0.6,-1.48,"3,830",154,40.6,41,41.4,39.45,4.8,16.8,1.52,    ,    ,    ,    ,    
2882,國泰金,市,12月12日,,44.75,-0.1,-0.22,"17,098",765,44.85,44.75,44.85,44.6,0.56,16.3,1.08,    ,    ,    ,    ,    
2884,玉山金,市,12月12日,,25.5,-0.1,-0.39,"13,011",332,25.6,25.6,25.6,25.4,0.78,19.5,1.75,    ,    ,    ,    ,    
2885,元大金,市,12月12日,,26.8,0.25,0.94,"21,629",577,26.55,26.6,26.8,26.5,1.13,13.4,1.22,    ,    ,    ,    ,    
2886,兆豐金,市,12月12日,,39.3,0.4,1.03,"11,766",460,38.9,39.35,39.35,38.85,1.29,17.5,1.73,    ,    ,    ,    ,    
2887F,台新戊特二,市,12月12日,,45.95,0,0,445,20.4,45.95,45.95,45.95,45.75,0.44,,,    ,    ,    ,    ,    
2888A,新光金甲特,市,12月12日,,29.25,-0.2,-0.68,25,0.73,29.45,29.35,29.4,29.1,1.02,,,    ,    ,    ,    ,    
2888B,新光金乙特,市,12月12日,,29.25,0,0,95,2.79,29.25,29.25,29.3,29.2,0.34,,,    ,    ,    ,    ,    
2891,中信金,市,12月12日,,27.6,0.2,0.73,"36,750","1,012",27.4,27.7,27.7,27.4,1.09,11.5,1.34,    ,    ,    ,    ,    
2892,第一金,市,12月12日,,27.5,-0.05,-0.18,"8,474",233,27.55,27.65,27.65,27.4,0.91,16.1,1.55,    ,    ,    ,    ,    
2901,欣欣,市,12月12日,,26.2,-0.05,-0.19,27,0.71,26.25,26.25,26.25,26.05,0.76,77.1,2.19,    ,    ,    ,    ,    
2910,統領,市,12月12日,,28.2,0,0,23,0.65,28.2,28.2,28.2,28,0.71,27.9,1.96,    ,    ,    ,    ,    
2916,滿心,櫃,12月12日,,48.4,-0.1,-0.21,28,1.37,48.5,48.7,48.7,48.4,0.62,11,2.55,    ,    ,    ,    ,    
2923,鼎固-KY,市,12月12日,,26,-0.15,-0.57,37,0.97,26.15,26.15,26.15,25.8,1.34,1300,0.92,    ,    ,    ,    ,    
2924,宏太-KY,櫃,12月12日,,26.35,0,0,0,0,25.9,26.35,26.35,26.35,0,,5.15,    ,    ,    ,    ,    
2937,集雅社,櫃,12月12日,,32.25,0.05,0.16,19,0.62,32.2,32.15,32.5,32,1.55,10.7,1.42,    ,    ,    ,    ,    
2939,凱羿-KY,市,12月12日,,29,0.15,0.52,59,1.69,28.85,28.85,29,28.3,2.43,,1.45,    ,    ,    ,    ,    
2945,三商家購,市,12月12日,,46.25,0.65,1.43,28,1.3,45.6,46,46.5,46,1.1,32.1,1.72,    ,    ,    ,    ,    
3011,今皓,市,12月12日,,38.1,0.35,0.93,"1,167",44.6,37.75,38.25,38.65,37.95,1.85,,4.32,    ,    ,    ,    ,    
3013,晟銘電,市,12月12日,,46.3,-0.9,-1.91,"7,276",340,47.2,47.5,47.8,46.15,3.5,39.2,2.88,    ,    ,    ,    ,    
3025,星通,市,12月12日,,48.4,-4.1,-7.81,"4,887",244,52.5,52.6,53,48.2,9.14,29.7,3.67,    ,    ,    ,    ,    
3027,盛達,市,12月12日,,43,1.2,2.87,"4,029",175,41.8,42,43.85,41.85,4.78,41,2.22,    ,    ,    ,    ,    
3028,增你強,市,12月12日,,34.5,0.85,2.53,"2,188",75.1,33.65,33.7,34.55,33.7,2.53,14,1.36,    ,    ,    ,    ,    
3033,威健,市,12月12日,,28.85,-0.05,-0.17,"2,663",77.4,28.9,29,29.4,28.8,2.08,14.6,1.4,    ,    ,    ,    ,    
3036A,文曄甲特,市,12月12日,,45.85,0,0,82,3.76,45.85,45.85,45.9,45.85,0.11,,,    ,    ,    ,    ,    
3038,全台,市,12月12日,,30.15,-0.25,-0.82,743,22.5,30.4,30.5,30.7,30.1,1.97,10.5,1.78,    ,    ,    ,    ,    
3040,遠見,市,12月12日,,30.25,0,0,23,0.69,30.25,30.1,30.25,30,0.83,32.9,1.29,    ,    ,    ,    ,    
3041,揚智,市,12月12日,,31.95,-0.6,-1.84,"13,344",431,32.55,32.65,33.45,31.6,5.68,,2.35,    ,    ,    ,    ,    
3043,科風,市,12月12日,,38.75,0,0,"2,704",109,38.75,38.8,42.1,38.35,9.68,18.8,3.25,    ,    ,    ,    ,    
3051,力特,市,12月12日,,42.95,1.05,2.51,"7,954",337,41.9,42,42.95,41.7,2.98,74.1,3.04,    ,    ,    ,    ,    
3055,蔚華科,市,12月12日,,39.8,-0.35,-0.87,498,19.9,40.15,40.8,40.8,39.7,2.74,19.9,1.8,    ,    ,    ,    ,    
3056,富華新,市,12月12日,,28.55,-0.4,-1.38,"1,531",43.8,28.95,28.95,29.05,28.4,2.25,8.47,1.41,    ,    ,    ,    ,    
3059,華晶科,市,12月12日,,37.1,0.1,0.27,"2,520",93.9,37,37.35,37.65,37,1.76,27.1,1.14,    ,    ,    ,    ,    
3067,全域,櫃,12月12日,,37.55,-0.6,-1.57,18,0.66,38.15,37.7,37.7,37.55,0.39,39.5,2.85,    ,    ,    ,    ,    
3071,協禧,櫃,12月12日,,34.1,-0.45,-1.3,264,9.07,34.55,34.8,34.85,34.05,2.32,24.9,2.5,    ,    ,    ,    ,    
3073,天方能源,櫃,12月12日,,27.7,0.6,2.21,26,0.72,27.1,28,28,27,3.69,198,2.09,    ,    ,    ,    ,    
3092,鴻碩,市,12月12日,,34.85,-0.05,-0.14,144,5.03,34.9,35,35.05,34.65,1.15,,1.64,    ,    ,    ,    ,    
3093,港建*,櫃,12月12日,,31.15,-0.15,-0.48,90,2.82,31.3,31.3,31.3,31.15,0.48,13.4,4.12,    ,    ,    ,    ,    
3094,聯傑,市,12月12日,,39.4,-0.7,-1.75,"2,426",96.4,40.1,40.2,40.45,39.35,2.74,57.1,3.15,    ,    ,    ,    ,    
3095,及成,櫃,12月12日,,29.6,-0.6,-1.99,4,0.13,30.2,30.5,30.5,29.6,2.98,,7.42,    ,    ,    ,    ,    
3114,好德,櫃,12月12日,,26.9,-0.25,-0.92,93,2.53,27.15,27.1,27.15,26.9,0.92,17.7,1.08,    ,    ,    ,    ,    
3118,進階,櫃,12月12日,,30.35,0,0,98,2.98,30.35,30.35,30.4,30.2,0.66,16.4,1.86,    ,    ,    ,    ,    
3128,昇銳,櫃,12月12日,,30.25,0.1,0.33,111,3.37,30.15,30.45,30.55,30.15,1.33,25,2.03,    ,    ,    ,    ,    
3162,精確,櫃,12月12日,,46.95,-0.65,-1.37,376,17.8,47.6,47.9,47.95,46.9,2.21,79.6,2.34,    ,    ,    ,    ,    
3176,基亞,櫃,12月12日,,46.8,-0.55,-1.16,912,42.5,47.35,47.35,47.6,46.15,3.06,,3.5,    ,    ,    ,    ,    
3205,佰研,櫃,12月12日,,45.85,-0.5,-1.08,78,3.6,46.35,46.4,46.4,45.65,1.62,,3.16,    ,    ,    ,    ,    
3206,志豐,櫃,12月12日,,44.4,0.4,0.91,268,11.9,44,44,44.7,43.8,2.05,9.37,1.81,    ,    ,    ,    ,    
3209,全科,市,12月12日,,35.6,-0.2,-0.56,482,17.2,35.8,35.95,35.95,35.6,0.98,12.9,1.73,    ,    ,    ,    ,    
3219,倚強科,櫃,12月12日,,47.45,-0.25,-0.52,9,0.44,47.7,47.4,47.45,47.2,0.52,49.9,2.53,    ,    ,    ,    ,    
3221,台嘉碩,櫃,12月12日,,28,0.25,0.9,236,6.56,27.75,27.8,28,27.6,1.44,,1.4,    ,    ,    ,    ,    
3224,三顧,櫃,12月12日,,46.8,0.8,1.74,83,3.87,46,46.5,47.25,46.4,1.85,,2.43,    ,    ,    ,    ,    
3234,光環,櫃,12月12日,,30.6,0.35,1.16,"1,903",57,30.25,30.2,30.6,29.2,4.63,,3.23,    ,    ,    ,    ,    
3259,鑫創,櫃,12月12日,,31.5,-0.65,-2.02,65,2.06,32.15,32.3,32.3,31.5,2.49,,4.44,    ,    ,    ,    ,    
3268,海德威,櫃,12月12日,,29.5,-0.95,-3.12,"2,479",75.3,30.45,30.65,31.8,29.4,7.88,,1.9,    ,    ,    ,    ,    
3272,東碩,櫃,12月12日,,35,-1.4,-3.85,284,10.1,36.4,36.3,36.45,35,3.98,,1.24,    ,    ,    ,    ,    
3285,微端,櫃,12月12日,,29.1,1.7,6.2,842,24.4,27.4,28,29.85,27.45,8.76,50.2,2.06,    ,    ,    ,    ,    
3287,廣寰科,櫃,12月12日,,36.9,3.35,9.99,"14,942",534,33.55,35.45,36.9,34.05,8.49,72.4,3.04,    ,    ,    ,    ,    
3290,東浦,櫃,12月12日,,27.6,-0.4,-1.43,"1,456",40.6,28,28.45,28.55,27.6,3.39,18.2,1.67,    ,    ,    ,    ,    
3303,岱稜,櫃,12月12日,,28.05,0.1,0.36,218,6.1,27.95,28.05,28.1,27.95,0.54,16.7,1.38,    ,    ,    ,    ,    
3308,聯德,市,12月12日,,40.5,2.3,6.02,"3,449",140,38.2,39.5,41.25,39.3,5.1,5.58,2.4,    ,    ,    ,    ,    
3311,閎暉,市,12月12日,,39.05,0.75,1.96,682,26.6,38.3,38.6,39.55,38.3,3.26,24.9,1,    ,    ,    ,    ,    
3323,加百裕,櫃,12月12日,,29.15,0,0,155,4.54,29.15,29.5,29.6,29.15,1.54,,0.97,    ,    ,    ,    ,    
3325,旭品,櫃,12月12日,,36.25,-1.6,-4.23,"5,392",198,37.85,37.2,38,36.15,4.89,,3.2,    ,    ,    ,    ,    
3332,幸康,櫃,12月12日,,44,-0.3,-0.68,1,0.04,44.3,44,44,44,0,12.2,1.25,    ,    ,    ,    ,    
3346,麗清,市,12月12日,,46.05,-0.55,-1.18,"2,642",122,46.6,46.9,46.95,45.9,2.25,17.1,1.58,    ,    ,    ,    ,    
3356,奇偶,市,12月12日,,42.9,-1.4,-3.16,951,41.2,44.3,44.4,44.45,42.9,3.5,15.5,1.95,    ,    ,    ,    ,    
3373,熱映,櫃,12月12日,,25.95,-1.8,-6.49,479,12.7,27.75,27.3,27.3,25.85,5.23,,1.18,    ,    ,    ,    ,    
3380,明泰,市,12月12日,,38.3,1.1,2.96,"19,770",757,37.2,37.5,38.75,37.5,3.36,28.6,2.05,    ,    ,    ,    ,    
3390,旭軟,櫃,12月12日,,26.3,0,0,"3,351",87.3,26.3,26.45,26.45,25.6,3.23,37,1.54,    ,    ,    ,    ,    
3426,台興,櫃,12月12日,,39.6,0.2,0.51,5,0.2,39.4,39.4,39.6,39.4,0.51,17.4,1.54,    ,    ,    ,    ,    
3430,奇鈦科,櫃,12月12日,,47.85,-0.15,-0.31,70,3.38,48,48.65,48.65,47.85,1.67,10.9,1.59,    ,    ,    ,    ,    
3434,哲固,櫃,12月12日,,27.25,0.1,0.37,28,0.75,27.15,27.15,27.35,27.15,0.74,42.6,2.41,    ,    ,    ,    ,    
3437,榮創,市,12月12日,,31.5,-0.95,-2.93,"3,946",128,32.45,32.5,33,31.5,4.62,,1.83,    ,    ,    ,    ,    
3441,聯一光,櫃,12月12日,,40.25,1.15,2.94,"2,587",106,39.1,38.95,41.6,38.95,6.78,42.4,2.09,    ,    ,    ,    ,    
3447,展達,市,12月12日,,39.7,-0.1,-0.25,41,1.62,39.8,39.5,39.8,39.35,1.13,22.9,2.54,    ,    ,    ,    ,    
3484,崧騰,櫃,12月12日,,47.1,0.6,1.29,328,15.5,46.5,46.95,47.7,46.5,2.58,39.9,1.3,    ,    ,    ,    ,    
3498,陽程,櫃,12月12日,,30,0.05,0.17,26,0.78,29.95,29.7,30,29.7,1,61.2,0.74,    ,    ,    ,    ,    
3508,位速,櫃,12月12日,,27.95,-0.1,-0.36,210,5.9,28.05,28.5,28.5,27.85,2.32,,3.3,    ,    ,    ,    ,    
3511,矽瑪,櫃,12月12日,,28.65,-0.25,-0.87,117,3.39,28.9,29.1,29.1,28.65,1.56,,1.52,    ,    ,    ,    ,    
3512,皇龍,櫃,12月12日,,33.2,-0.6,-1.78,193,6.42,33.8,33.6,33.6,33.05,1.63,20.6,1.63,    ,    ,    ,    ,    
3518,柏騰,市,12月12日,,38.6,0,0,166,6.39,38.6,38.65,39,38.3,1.81,77.2,2.53,    ,    ,    ,    ,    
3531,先益,櫃,12月12日,,33.95,-0.2,-0.59,104,3.54,34.15,34.15,34.15,33.65,1.46,14.7,1.09,    ,    ,    ,    ,    
3537,堡達,櫃,12月12日,,39.25,0,0,91,3.59,39.25,39.25,39.35,39.2,0.38,12,1.81,    ,    ,    ,    ,    
3540,曜越,櫃,12月12日,,44.1,-0.7,-1.56,562,25.1,44.8,45.1,45.25,44.1,2.57,24.8,1.65,    ,    ,    ,    ,    
3541,西柏,櫃,12月12日,,39.1,-0.25,-0.64,53,2.09,39.35,39.35,39.4,39.1,0.76,86.9,2.04,    ,    ,    ,    ,    
3555,博士旺,櫃,12月12日,,34.7,0.7,2.06,22,0.77,34,34,35.15,34,3.38,,5.31,    ,    ,    ,    ,    
3564,其陽,櫃,12月12日,,49.7,-0.05,-0.1,126,6.28,49.75,50.5,50.5,49.7,1.61,57.8,2.37,    ,    ,    ,    ,    
3567,逸昌,櫃,12月12日,,42.1,-0.3,-0.71,577,24.3,42.4,42.7,43.15,41.65,3.54,15.8,2.36,    ,    ,    ,    ,    
3581,博磊,櫃,12月12日,,25.6,0,0,31,0.8,25.6,26.05,26.05,25.55,1.95,30.1,1.55,    ,    ,    ,    ,    
3591,艾笛森,市,12月12日,,25.25,0.25,1,558,14.1,25,25,25.3,25,1.2,230,1.24,    ,    ,    ,    ,    
3605,宏致,市,12月12日,,31.6,0.05,0.16,315,9.89,31.55,31.55,31.6,31.35,0.79,,0.78,    ,    ,    ,    ,    
3609,三一東林,櫃,12月12日,,35.25,-0.25,-0.7,26,0.93,35.5,38.15,38.15,35,8.87,,3.03,    ,    ,    ,    ,    
3622,洋華,市,12月12日,,47.75,4.3,9.9,"9,833",462,43.45,45.7,47.75,44.2,8.17,15.9,1.15,    ,    ,    ,    ,    
3623,富晶通,櫃,12月12日,,49.5,-2,-3.88,768,39,51.5,51.5,52.5,49.4,6.02,,3.78,    ,    ,    ,    ,    
3628,盈正,櫃,12月12日,,43.7,-0.1,-0.23,41,1.78,43.8,44.25,44.25,43.7,1.26,15.1,1.15,    ,    ,    ,    ,    
3629,地心引力,櫃,12月12日,,38.4,1.1,2.95,2,0.08,37.3,38.4,38.4,38.4,0,,10.5,    ,    ,    ,    ,    
3630,新鉅科,櫃,12月12日,,35.5,0.95,2.75,"3,643",133,34.55,34.7,37.7,34.7,8.68,,2.22,    ,    ,    ,    ,    
3631,晟楠,櫃,12月12日,,35.45,1.7,5.04,467,16.8,33.75,33.9,36.8,33.9,8.59,,2.19,    ,    ,    ,    ,    
3645,達邁,市,12月12日,,41.2,0.4,0.98,"1,000",41.3,40.8,41.1,42.2,40.5,4.17,,1.88,    ,    ,    ,    ,    
3646,艾恩特,櫃,12月12日,,28.35,-0.05,-0.18,184,5.2,28.4,28.4,28.4,28.2,0.7,21.5,2.05,    ,    ,    ,    ,    
3652,精聯,市,12月12日,,27,-0.35,-1.28,221,5.98,27.35,27.35,27.35,26.8,2.01,39.7,1.11,    ,    ,    ,    ,    
