2433,互盛電,市,12月12日,,52.3,0.1,0.19,21,1.07,52.2,52.2,52.3,52,0.57,15,2.01,    ,    ,    ,    ,    
2436,偉詮電,市,12月12日,,70.7,-1,-1.39,"4,009",287,71.7,72.3,73.4,70.5,4.04,62.6,3.67,    ,    ,    ,    ,    
2441,超豐,市,12月12日,,61.5,0.3,0.49,"1,609",99.2,61.2,61.4,62,61.3,1.14,19,1.7,    ,    ,    ,    ,    
2453,凌群,市,12月12日,,56.8,-0.5,-0.87,955,54.6,57.3,57.7,57.8,56.8,1.75,19.8,2.8,    ,    ,    ,    ,    
2457,飛宏,市,12月12日,,59,-0.6,-1.01,"3,458",206,59.6,59.6,60.5,59,2.52,69.4,3.15,    ,    ,    ,    ,    
2459,敦吉,市,12月12日,,61.3,0.3,0.49,193,11.8,61,61.1,61.7,61.1,0.98,12.6,1.22,    ,    ,    ,    ,    
2465,麗臺,市,12月12日,,64.9,-1.8,-2.7,"2,577",167,66.7,66.1,66.7,64,4.05,,10.9,    ,    ,    ,    ,    
2467,志聖,市,12月12日,,64.9,-0.2,-0.31,799,51.5,65.1,65.2,65.2,63.9,2,19.8,3.07,    ,    ,    ,    ,    
2471,資通,市,12月12日,,56.2,0.4,0.72,234,13.1,55.8,56.3,56.3,55.7,1.08,15.4,3.05,    ,    ,    ,    ,    
2472,立隆電,市,12月12日,,71.4,-0.2,-0.28,"2,088",149,71.6,72,72,70.7,1.82,13.6,1.69,    ,    ,    ,    ,    
2476,鉅祥,市,12月12日,,72.7,1.7,2.39,"7,129",516,71,71.3,73.5,70.7,3.94,20.3,2.32,    ,    ,    ,    ,    
2481,強茂,市,12月12日,,69,0,0,"3,457",238,69,69.8,69.8,68.2,2.32,31.9,1.96,    ,    ,    ,    ,    
2496,卓越,市,12月12日,,62.8,0.2,0.32,82,5.13,62.6,62.3,63.3,62.3,1.6,13.3,1.46,    ,    ,    ,    ,    
2497,怡利電,市,12月12日,,64.7,-0.8,-1.22,429,27.9,65.5,65.6,65.9,64.6,1.98,29.1,3.71,    ,    ,    ,    ,    
2546,根基,市,12月12日,,74.8,0.2,0.27,35,2.61,74.6,74.9,74.9,74.6,0.4,7.74,2.04,    ,    ,    ,    ,    
2606,裕民,市,12月12日,,52.6,0.1,0.19,"9,606",505,52.5,53.2,53.2,52.1,2.1,18.9,1.29,    ,    ,    ,    ,    
